contract_id,file_name,file_type,page,sentence_id,sentence
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,6,189,"If a license of any kind is required of CONSULTANT, its employees, agents, or sub CONSULTANTs by Federal or State law, CONSULTANT warrants that such license has been obtained, is valid and in good standing, that CONSULTANT shall keep it in effect at all times during the terms of this Agreement, and that any applicable bond has been posted in accordance with all applicable laws and regulations."
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,6,190,11.
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,6,191,INDEPENDENT CONSULTANT
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,6,192,STATUS.
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,6,193,CONSULTANT and COMMISSION have reviewed and considered the principal test and secondary factors herein and agree that CONSULTANT is an independent CONSULTANT and not an employee of
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,6,194,COMMISSION.
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,6,195,"CONSULTANT is responsible for all insurance (workers compensation, unemployment, etc.) and all payroll related"
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,6,196,taxes.
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,6,197,CONSULTANT is not entitled to any employee
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,6,198,benefits.
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,6,199,COMMISSION agrees that CONSULTANT shall have the right to control the manner and means of accomplishing the result contracted for herein.
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,6,200,PRINCIPAL TEST: The CONSULTANT rather than COMMISSION has the right to control the manner and means of accomplishing the result contracted for.
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,6,201,SECONDARY FACTORS:
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,6,202,"(a) The extent of control which, by agreement, COMMISSION may exercise over the details of the work is slight rather than substantial;"
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,6,203,(b) CONSULTANT is engaged in a distinct occupation or business;
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,6,204,"(c) In the locality, the work to be done by CONSULTANT is usually done by a specialist without supervision, rather than under the direction of an employer;"
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,6,205,(d) The skill required in the particular occupation is substantial rather than slight;
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,6,206,"(e) The CONSULTANT rather than the COMMISSION supplies the instrumentalities, tools and work place;"
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,6,207,(f) The length of time for which CONSULTANT is engaged is of limited duration rather than indefinite;
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,6,208,(g) The method of payment of CONSULTANT is by the job rather than by the time;
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,6,209,"(h) The work is part of a special or permissive activity, program, or project, rather than part of the regular business of COMMISSION;"
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,6,210,(i) CONSULTANT and COMMISSION believe they are creating an independent CONSULTANT relationship rather than an employer-employee relationship; and
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,6,211,(j) The COMMISSION conducts public business.
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,6,212,"It is recognized that it is not necessary that all secondary factors support creation of an independent CONSULTANT relationship, but rather that overall there are significant secondary factors which indicate that CONSULTANT is an independent CONSULTANT."
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,6,213,"By their signatures to this Agreement, each of the undersigned certifies that it is his or her considered judgment that the CONSULTANT engaged under this Agreement is in fact an independent CONSULTANT."
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,6,214,12.
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,6,215,RETENTION AND AUDIT OF
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,6,216,RECORDS.
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,6,217,"For the purpose of determining compliance with Public Contract Code 10115, et"
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,6,218,"seq. and Title 21, California Code of Regulations, Chapter 21, Section 2500 et seq., if applicable and other matters connected with the performance of the contract pursuant to Government Code 8546.7: CONSULTANT, subconsultants, and the COMMISSION shall maintain all books, documents, papers, accounting records, and other evidence pertaining to the performance of the contract, including but"
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,7,219,"Page 7 not limited to, the costs of administering the"
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,7,220,Agreement.
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,7,221,All parties shall make such materials available at their respective offices at all reasonable times during the Agreement period and for five
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,7,222,"(5) years from the date of final payment under this Agreement or until a final audit report is accepted by COMMISSION, whichever occurs"
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,7,223,first.
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,7,224,"The COMMISSION and any state or federal auditor, or any duly authorized representative of the state or federal government shall have access to any books, records, and documents of the CONSULTANT that are pertinent to the Agreement for audit, examinations, excerpts, and transactions, and copies thereof shall be furnished if requested."
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,7,225,"Subcontracts in excess of $25,000 shall contain this provision."
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,7,226,13.
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,7,227,"INSPECTION OF WORK The CONSULTANT and any subconsultant shall permit the COMMISSION, the state, and the FHWA if federal participating funds are used in this contract, to review and inspect the project activities and files at all reasonable times during the term of this Agreement including review and inspection on a daily basis."
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,7,228,14.
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,7,229,ACKNOWLEDGMENT.
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,7,230,CONSULTANT shall acknowledge in all reports and literature that the material is prepared for and on behalf of the COMMISSION.
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,7,231,15.
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,7,232,WORK
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,7,233,PRODUCTS.
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,7,234,"All material, data, information, and written, graphic or other work produced under this Agreement is subject to the unqualified and unconditional right of the COMMISSION to use, reproduce, publish, display, and make derivative use of all such work, or any part of it, free of charge and in any manner and for any purpose; and to authorize others to do"
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,7,235,so.
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,7,236,"If any of the work is subject to copyright, trademark, service mark, or patent, CONSULTANT now grants to the COMMISSION a perpetual, royalty-free, nonexclusive and irrevocable license to use, reproduce, publish, use in the creation of derivative works, and display and perform the work, or any part of it, and to grant to any third party a comparable and coextensive sublicense."
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,7,237,"CONSULTANT shall include in any subcontract with a third party for work under this Agreement terms that preserve the rights, interests, and obligations created by this Section, and that identify the COMMISSION as a third-party beneficiary of those provisions."
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,7,238,"The CONSULTANT shall not utilize the work produced under this Agreement for any profit-making venture, or sell or grant rights to a third party for that purpose."
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,7,239,A.
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,7,240,"Upon completion of all work under this contract, ownership and title to all custom letters, reports, documents, plans, specifications, and estimates and other products produced as part of this Agreement (herein ""deliverables"") will automatically be vested in the COMMISSION; and no further agreement will be necessary to transfer ownership to the"
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,7,241,COMMISSION.
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,7,242,The CONSULTANT shall furnish the COMMISSION all necessary copies of data needed to complete the review and approval
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,7,243,process.
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,7,244,Copies may be made for CONSULTANT's records but shall not be furnished to others without the COMMISSION's prior written
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,7,245,authorization.
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,7,246,Such deliverables shall be deemed works made for hire and all rights in copyright therein shall be retained by
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,7,247,COMMISSION.
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,7,248,All information derived from these deliverables is deemed confidential and may not be disclosed to any other party without the express prior written consent of
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,7,249,COMMISSION.
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,7,250,"No information obtained during audit work performed under this Agreement may be used by CONSULTANT for any purpose (internal or external), nor may the information be discussed with others without the prior written consent of COMMISSION."
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,7,251,B.
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,7,252,"Any subcontract in excess of $25,000 entered into as a result of this contract, shall contain all of the provisions of this Section."
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,8,253,Page 8
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,8,254,16. SAFETY
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,8,255,A.
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,8,256,The CONSULTANT shall comply with OSHA regulations applicable to CONSULTANT regarding necessary safety equipment or
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,8,257,procedures.
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,8,258,The CONSULTANT shall comply with safety instructions issued by the COMMISSION Safety Officer and other COMMISSION
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,8,259,representatives.
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,8,260,CONSULTANT personnel shall wear hard hats and safety vests at all times while working on the Santa Cruz Branch Rail Line.
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,8,261,B.
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,8,262,Areas within the limits of the project are open to public and private
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,8,263,traffic.
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,8,264,"The CONSULTANT shall comply with all of the requirements set forth in Divisions 11, 12, 13, 14, and 15 of the Vehicle"
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,8,265,Code.
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,8,266,The CONSULTANT shall take all reasonably necessary precautions for safe operation of its vehicles and the protection of the traveling public from injury and damage from such vehicles.
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,8,267,C.
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,8,268,"Any subcontract entered into as a result of this contract, shall contain all of the provisions of this Section."
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,8,269,17. MODIFICATION OF AGREEMENT.
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,8,270,A.
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,8,271,This Agreement may be amended or modified only by mutual written agreement of the
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,8,272,parties.
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,8,273,B.
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,8,274,The CONSULTANT shall only commence work covered by an amendment after the amendment is executed and notification to proceed has been provided by the COMMISSION’s Contract
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,8,275,Manager.
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,8,276,C.
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,8,277,"There shall be no change in the CONSULTANT’s Project Manager or members of the project team, as listed in the approved Fee Schedule, which is a part of this Agreement without prior written approval by the COMMISSION’s Contract"
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,8,278,Manager.
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,8,279,D.
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,8,280,No oral understanding or agreement not incorporated herein shall be binding on the parties.
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,8,281,18.
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,8,282,DISPUTES.
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,8,283,This Agreement shall be construed under the laws of the State of
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,8,284,California.
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,8,285,"Pending final resolution of a dispute hereunder, CONSULTANT shall proceed diligently with the performance of this Agreement and shall comply with COMMISSION’s"
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,8,286,instructions.
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,8,287,A.
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,8,288,"Any dispute, other than audit, concerning a question of fact arising under this Agreement that is not disposed of by agreement shall be decided by a committee consisting of the COMMISSION’s Contract Manager and Executive Director, who shall consider written or verbal information submitted by the"
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,8,289,CONSULTANT.
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,8,290,B.
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,8,291,"Not later than 30 days after completion of all deliverables necessary to complete the plans, specifications and estimate, the CONSULTANT may request review by the COMMISSION GOVERNING BOARD of unresolved claims or disputes, other than"
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,8,292,audit.
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,8,293,The request for review must be submitted in
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,8,294,writing.
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,8,295,C.
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,8,296,"Neither the pendency of a dispute, nor its consideration by the committee will excuse the CONSULTANT from full and timely performance in accordance with the terms of this contract."
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,8,297,19. AUDIT REVIEW PROCEDURES
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,8,298,A.
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,8,299,"Any dispute concerning a question of fact arising under an interim or post-completion audit of this Agreement that is not disposed of by agreement, shall be reviewed by the COMMISSION’S Contract"
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,8,300,Manager.
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,8,301,B.
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,8,302,"Not later than 30 days after issuance of the final audit report, the CONSULTANT may request a review by the COMMISSION’S Executive Director of unresolved audit"
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,8,303,issues.
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,8,304,The request for review will be submitted in
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,8,305,writing.
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,8,306,C.
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,8,307,"Neither the pendency of a dispute nor its consideration by the COMMISSION will excuse the CONSULTANT from full and timely performance, in accordance with the terms of this contract."
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,8,308,20. SUBCONTRACTING
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,8,309,A.
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,8,310,"The CONSULTANT shall perform the work contemplated with resources available within its own organization; and no portion of the work pertinent to this Agreement shall be subcontracted without prior written authorization by the COMMISSION’S Contract Manager, except that, which is expressly identified in the approved Fee Schedule."
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,9,311,Page 9
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,9,312,B.
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,9,313,"Any subcontract in excess of $25,000 entered into as a result of this contract, shall contain all the provisions required by this Agreement to be applicable to those"
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,9,314,subconsultants.
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,9,315,C.
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,9,316,No substitution of subconsultants shall be valid until approved in writing by the COMMISSION’s Contract Manager.
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,9,317,21.
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,9,318,NONASSIGNMENT.
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,9,319,The CONSULTANT shall not assign the Agreement without the prior written consent of the COMMISSION.
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,9,320,22.
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,9,321,"REBATES, KICKBACKS OR OTHER UNLAWFUL"
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,9,322,CONSIDERATION.
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,9,323,"The CONSULTANT warrants that this Agreement was not obtained or secured through rebates kickbacks or other unlawful consideration, either promised or paid to any COMMISSION"
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,9,324,employee.
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,9,325,"For breach or violation of this warranty, COMMISSION shall have the right in its discretion to terminate the Agreement without liability; to pay only for the value of the work actually performed; or to deduct from the contract price; or otherwise recover the full amount of such rebate, kickback or other unlawful consideration."
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,9,326,23.
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,9,327,NOTIFICATION.
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,9,328,"All notices hereunder and communications regarding interpretation of the terms of this Agreement and changes thereto, shall be effected by the mailing thereof by registered or certified mail, return receipt requested, postage prepaid, and addressed as follows:"
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,9,329,CONSULTANT:
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,9,330,"__________(CONSULTANT)_______________ __________(NAME)________, Project Manager"
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,9,331,__________(ADDRESS)____________________ COMMISSION:
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,9,332,"Santa Cruz County Regional Transportation Commission (SCCRTC) Luis Mendez, Contract Manager"
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,9,333,"1523 Pacific Ave, Santa Cruz, CA 95060"
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,9,334,24. COMPLETE AGREEMENT
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,9,335,A.
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,9,336,"AGREEMENT: The two parties to this Agreement, who are the before named CONSULTANT and the before named COMMISSION, hereby agree that this Agreement constitutes the entire Agreement which is made and concluded in duplicate between the two"
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,9,337,parties.
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,9,338,"Both of these parties for and in consideration of the payments to made, conditions mentioned, and work to be performed; each agree to diligently perform in accordance with the terms and conditions of this Agreement as evidenced by the signatures below."
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,9,339,B.
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,9,340,"COMMISSION DESIGNEE: The Executive Director of COMMISSION, or his or her designee, shall have the authority to act for and exercise any of the rights of COMMISSION as set forth in this Agreement subsequent to, and in accordance with the authorization granted by the COMMISSION."
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,9,341,C.
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,9,342,"COMPLETE AGREEMENT, INCLUDING"
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,9,343,ATTACHMENTS.
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,9,344,"This Agreement includes all exhibits, attachments, and documents incorporated herein and made applicable by reference, constitutes the complete and exclusive statement of the terms and conditions of the Agreement between COMMISSION and CONSULTANT, and supersedes all prior representations, understandings and"
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,9,345,communications.
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,9,346,The invalidity in whole or in part of any term or condition of this Agreement shall not affect the validity of other terms or
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,9,347,conditions.
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,9,348,The COMMISSION’s waiver of CONSULTANT's performance of any term(s) or condition(s) of this Agreement shall not be construed as a waiver for any future performance of such term(s) or conditions(s
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,9,349,D.
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,9,350,Attachments are:  Exhibit A: Scope of Services
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,10,351,Page 10  Exhibit B: Fee Schedule Each of the undersigned represents and warrants that he or she is duly authorized to execute and deliver this Agreement and that such execution is binding upon the entity for which he or she is executing this document.
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,10,352,"IN WITNESS WHEREOF, the parties hereto have caused this Agreement No. _______ to be executed on the date first written above."
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,10,353,1. CONSULTANT
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,10,354,2. SANTA CRUZ COUNTY REGIONAL
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,10,355,TRANSPORTATION COMMISSION By: _______________________________ By: _____________________________
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,10,356,SIGNED
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,10,357,SIGNED _________________________________ ______________________________
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,10,358,PRINTED
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,10,359,PRINTED Company Name: _____________ Address: ______________ Telephone:( ) __________ Fax: ( ) __________ Email: ________________________
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,10,360,3.
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,10,361,APPROVED AS TO INSURANCE:
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,10,362,4.
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,10,363,APPROVED AS TO FORM:
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,10,364,_________________________ _________________________ Administrative Services Officer
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,10,365,COMMISSION Counsel DISTRIBUTION:  RTC Fiscal & Contract Manager 
34,0e548dae-2f3f-427f-a0b5-ff966e85e527.pdf,pdf,10,366,CONSULTANT \\Rtcserv2\shared\CONTRACT\MASTERCO\Template\MasterContracts.doc
